"Tag Number","Electronic ID","NLIS","Global ID","PIC","Date of Birth","Sex","Breed","Colour","Sire VID","Sire EID","Dam VID","Dam EID","Donor Dam VID","Donor Dam EID","Group","Overall ADG","Trait Name","Trait Value","Trait ADG","When Trait Recorded","Trait In Session","Trait Scanned In Session","Activity Name","When Activity Measured","Activity In Session","Activity Scanned In Session","Treatment Name","Treatment Dosage","Treatment Batch","Treatment Expiry","Treatment Treated","Treatment Value","When Treatment Measured","Treatment In Session","Treatment Scanned In Session","Note","When Note Measured","Note In Session","Note Scanned In Session","Animal Scanned In Sessions","When Animal Scanned In Session","Event Type","When Event Created","Event In Session","Event Notes","Event Gross Amount","Event Net Amount","Farm","Property","Area","PIC Date Updated","Date of Birth Date Updated","Sex Date Updated","Breed Date Updated","Colour Date Updated","Sire Date Updated","Dam Date Updated","Group Date Updated","Donor Dam Date Updated","Farm Date Updated","Property Date Updated","Area Date Updated","Full RFID","Full RFID Date Updated","GESTACION"
"0181","032 010006500181","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0181","2025/10/09 10:13:00","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:13:00","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:12:58","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0182","032 010006500182","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0182","2025/10/09 10:14:01","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:14:01","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:13:59","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0183","032 010006500183","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0183","2025/10/09 10:14:50","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:14:50","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:14:48","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0184","032 010006500184","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0184","2025/10/09 10:15:46","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:15:46","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:15:43","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0185","032 010006500185","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0185","2025/10/09 10:16:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:16:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:16:52","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0186","032 010006500186","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0186","2025/10/09 10:18:30","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:18:30","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:18:27","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0187","032 010006500187","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0187","2025/10/09 10:19:23","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:19:23","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:19:19","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0188","032 010006500188","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0188","2025/10/09 10:20:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:20:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:20:17","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0189","032 010006500189","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0189","2025/10/09 10:22:07","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:22:07","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:21:26","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0190","032 010006500190","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0190","2025/10/09 10:23:27","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:23:27","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:23:21","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0191","032 010006500191","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0191","2025/10/09 10:24:39","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:24:39","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:24:36","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0192","032 010006500192","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0192","2025/10/09 10:25:42","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:25:42","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:25:39","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0193","032 010006500193","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0193","2025/10/09 10:26:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:26:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:26:34","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0194","032 010006500194","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0194","2025/10/09 10:27:46","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:27:46","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:27:43","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0195","032 010006500195","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0195","2025/10/09 10:28:51","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:28:51","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:28:48","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0196","032 010006500196","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0196","2025/10/09 10:29:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:29:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:29:09","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0197","032 010006500197","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0197","2025/10/09 10:30:47","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:30:47","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:30:45","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0198","032 010006500198","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0198","2025/10/09 10:31:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:31:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:31:52","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0199","032 010006500199","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0199","2025/10/09 10:33:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:33:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:33:46","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0200","032 010006500200","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0200","2025/10/09 10:36:25","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:36:25","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:36:22","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0201","032 010006500201","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0201","2025/10/09 10:37:44","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:37:44","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:37:42","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0202","032 010006500202","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0202","2025/10/09 10:38:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:38:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:37:50","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0203","032 010006500203","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0203","2025/10/09 10:40:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:40:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:40:02","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0204","032 010006500204","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0204","2025/10/09 10:44:08","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:44:08","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:44:04","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0205","032 010006500205","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0205","2025/10/09 10:45:02","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:45:02","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:44:58","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0206","032 010006500206","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0206","2025/10/09 10:46:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:46:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:46:17","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0207","032 010006500207","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0207","2025/10/09 10:47:38","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:47:38","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:47:36","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0208","032 010006500208","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0208","2025/10/09 10:48:20","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:48:20","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:48:18","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0209","032 010006500209","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0209","2025/10/09 10:49:12","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:49:12","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:49:08","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0210","032 010006500210","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0210","2025/10/09 10:49:56","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:49:56","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:49:53","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0211","032 010006500211","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0211","2025/10/09 10:51:25","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:51:25","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:51:22","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0212","032 010006500212","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0212","2025/10/09 10:52:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:52:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:52:24","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0213","032 010006500213","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0213","2025/10/09 10:53:03","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:53:03","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:53:01","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0214","032 010006500214","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0214","2025/10/09 10:54:21","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:54:21","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:54:19","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0215","032 010006500215","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0215","2025/10/09 10:55:14","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:55:14","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:55:11","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0216","032 010006500216","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0216","2025/10/09 10:56:09","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:56:09","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:56:07","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0217","032 010006500217","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0217","2025/10/09 10:57:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:57:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:57:00","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0218","032 010006500218","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0218","2025/10/09 10:58:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:58:19","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:58:17","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0219","032 010006500219","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0219","2025/10/09 10:59:30","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:59:30","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 10:59:27","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0220","032 010006500220","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0220","2025/10/09 11:01:35","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:01:35","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:01:34","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0221","032 010006500221","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0221","2025/10/09 11:02:15","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:02:15","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:02:12","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0222","032 010006500222","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0222","2025/10/09 11:03:14","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:03:14","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:03:09","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0223","032 010006500223","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0223","2025/10/09 11:04:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:04:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:04:02","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0224","032 010006500224","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0224","2025/10/09 11:06:17","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:06:17","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:06:14","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0225","032 010006500225","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0225","2025/10/09 11:08:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:08:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:08:02","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0226","032 010006500226","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0226","2025/10/09 11:08:57","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:08:57","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:08:55","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0227","032 010006500227","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0227","2025/10/09 11:09:51","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:09:51","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:09:49","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0228","032 010006500228","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0228","2025/10/09 11:10:45","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:10:45","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:10:42","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0229","032 010006500229","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0229","2025/10/09 11:12:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:12:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:12:02","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0230","032 010006500230","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0230","2025/10/09 11:13:10","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:13:10","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:13:08","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0231","032 010006500231","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0231","2025/10/09 11:16:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:16:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:13:17","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0232","032 010006500232","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0232","2025/10/09 11:18:55","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:18:55","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:18:52","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0233","032 010006500233","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0233","2025/10/09 11:20:27","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:20:27","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:20:25","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0234","032 010006500234","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0234","2025/10/09 11:21:10","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:21:10","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:21:08","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0235","032 010006500235","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0235","2025/10/09 11:22:23","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:22:23","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:22:21","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0236","032 010006500236","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0236","2025/10/09 11:23:09","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:23:09","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:23:05","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0237","032 010006500237","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0237","2025/10/09 11:24:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:24:05","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:24:01","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0238","032 010006500238","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0238","2025/10/09 11:26:01","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:26:01","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:25:57","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","VACIA"
"0239","032 010006500239","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0239","2025/10/09 11:27:08","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:27:08","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:27:03","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0240","032 010006500240","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0240","2025/10/09 11:28:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:28:04","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:28:00","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0241","032 010006500241","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0241","2025/10/09 11:29:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:29:26","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:29:24","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0242","032 010006500242","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0242","2025/10/09 11:30:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:30:37","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:30:34","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0243","032 010006500243","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0243","2025/10/09 11:31:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:31:49","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:31:47","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0244","032 010006500244","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0244","2025/10/09 11:32:43","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:32:43","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:32:41","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0245","032 010006500245","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0245","2025/10/09 11:33:35","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:33:35","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:33:33","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
"0246","032 010006500246","","","","","","","","","","","","","","","--.--","","","","","","","","","","","","","","","","","","","","Nueva etiqu.:0246","2025/10/09 11:34:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:34:53","09 Oct 2025 - TACTO OTONO 25 PPD SANGRE","2025/10/09 11:34:50","","","","","","","","","","","","","","","","1969/12/31 21:00:00","","","","","","","","CABEZA"
